Category,Term,Genes,adj_pval
GOTERM_BP_DIRECT,GO:0007049~cell cycle,"DTYMK, CCNT2, CCNT1, CCDC124, CHTF18, CKS1B, HCFC1, PTP4A1, CDC20, KRT18, CHAF1A, TP53BP2, TXNIP, PKN2, RNF103-CHMP3, ARF6",1
KEGG_PATHWAY,hsa00071:Fatty acid degradation,"ALDH3A2, CPT1A, ECI2, ACSL6, ACAT2, ALDH9A1",0.522541764
GOTERM_MF_DIRECT,GO:0001047~core promoter binding,"KANSL1, AGO1, CRY1, HNRNPU, EZH2, E2F8, ARNTL",1
SMART,SM00233:PH,"ITK, OSBPL6, IQSEC2, IRS1, ARHGEF16, ASAP1, TRIOBP, DEF6, FERMT1, ADAP2, PLEKHS1, PSD3, AKT3, PHLDB3, PHLDA2, CYTH1, PLCD1, SKAP2, RALGPS2",1
GOTERM_BP_DIRECT,GO:0034501~protein localization to kinetochore,"MIS12, TTK, KNL1",1
GOTERM_BP_DIRECT,GO:0006983~ER overload response,"GSK3B, SELENOS, HSPA5",1
GOTERM_BP_DIRECT,GO:0031115~negative regulation of microtubule polymerization,"STMN2, FKBP4, MAPRE1",1
GOTERM_BP_DIRECT,GO:0033762~response to glucagon,"CREB1, CRY1, CDO1",1
GOTERM_BP_DIRECT,GO:0036376~sodium ion export from cell,"ATP1B3, ATP1B2, ATP1A1",1
GOTERM_MF_DIRECT,GO:0043996~histone acetyltransferase activity (H4-K8 specific),"KANSL1, WDR5, HCFC1",1
GOTERM_MF_DIRECT,GO:0046972~histone acetyltransferase activity (H4-K16 specific),"KANSL1, WDR5, HCFC1",1
GOTERM_MF_DIRECT,GO:0051428~peptide hormone receptor binding,"FYN, JAK2, RUNDC3A",1
GOTERM_MF_DIRECT,GO:0043995~histone acetyltransferase activity (H4-K5 specific),"KANSL1, WDR5, HCFC1",1
GOTERM_MF_DIRECT,GO:0005391~sodium:potassium-exchanging ATPase activity,"ATP1B3, ATP1B2, ATP1A1",1
GOTERM_CC_DIRECT,GO:0005815~microtubule organizing center,"RASSF1, KIF18A, KRT18, AKAP11, CCDC124, UPF3B, KEAP1, SNCG, SNX10, TUBGCP4, TRIOBP, ATF4",0.683322738
GOTERM_BP_DIRECT,GO:0010906~regulation of glucose metabolic process,"C1QTNF1, IGFBP5, MLYCD, PASK",1
INTERPRO,"IPR013781:Glycoside hydrolase, catalytic domain","GALC, FUCA1, FUCA2, LCT, LCTL",1
INTERPRO,IPR023393:START-like domain,"STARD7, AHSA1, COQ10B, PITPNC1",1
OMIM_DISEASE,"215600~Cirrhosis, cryptogenic","KRT18, KRT8",1
OMIM_DISEASE,"601001~Epidermolysis bullosa simplex, recessive 1","KRT14, KRT5",1
OMIM_DISEASE,606764~Gastrointestinal stromal tumor,"SDHC, SDHB",1
OMIM_DISEASE,"131900~Epidermolysis bullosa simplex, Koebner type","KRT14, KRT5",1
OMIM_DISEASE,"215600~Cirrhosis, noncryptogenic, susceptibility to","KRT18, KRT8",1
OMIM_DISEASE,"Myelogenous leukemia, acute~Myelogenous leukemia, acute","IRF1, ACSL6",1
OMIM_DISEASE,"131760~Epidermolysis bullosa simplex, Dowling-Meara type","KRT14, KRT5",1
OMIM_DISEASE,"131800~Epidermolysis bullosa simplex, Weber-Cockayne type","KRT14, KRT5",1
UP_KEYWORDS,Sarcoplasmic reticulum,"STIM1, ATP2A2, CALR, THBS4, SYNE2",0.513792553
UP_KEYWORDS,Amino-acid transport,"SLC6A7, SLC6A9, SLC38A3, SLC38A2, SLC7A1",0.513792553
UP_SEQ_FEATURE,active site:Charge relay system,"LYPLA2, PRSS1, DAGLA, ABHD3, ABHD2, HTRA1, PRSS27, LPL, ABHD17C, APEH, PLA2G15, DPP7, NOTUM, HGFAC",1
GOTERM_MF_DIRECT,GO:0000980~RNA polymerase II distal enhancer sequence-specific DNA binding,"SMARCE1, SMARCD2, CREB1, CHD4, NFE2L1, ACTB, SMARCA4",1
SMART,SM01017:SM01017,"ARRDC1, ARRDC3, TXNIP",1
INTERPRO,"IPR020635:Tyrosine-protein kinase, catalytic domain","ITK, CSF1R, ERBB3, LCK, TNK2, FYN, JAK2, FRK",1
UP_KEYWORDS,Lipoprotein,"SEMA7A, NAA40, ZDHHC5, STMN2, SLC1A2, SLA, LPL, GABARAP, LMNB2, LMNB1, GNGT1, GRK1, GNG10, APOL6, GNAT2, CA4, RHO, MAP6, STOM, RAC3, FYN, KCNJ2, RAB8B, OPCML, MPP1, MYOC, TESC, APOA1, TACR1, RAB11A, GNG13, PTP4A1, MSRA, CENPE, EFNA3, CENPF, LCK, CD109, DNAJA2, DPEP1, SERINC1, RNF103-CHMP3, ATF4, ARF6",0.513792553
KEGG_PATHWAY,hsa04918:Thyroid hormone synthesis,"CREB1, HSPA5, CREB3L2, ATP1B4, ATP1B3, ATP1B2, ATP1A1, ATF4",0.56224218
UP_SEQ_FEATURE,domain:DNA photolyase,"CRY2, CRY1",1
UP_SEQ_FEATURE,domain:BSD,"SYAP1, BSDC1",1
UP_SEQ_FEATURE,compositionally biased region:Arg/Asp-rich (mixed charge),"NCOA5, UBR5",1
UP_SEQ_FEATURE,region of interest:Required for inhibition of CLOCK-ARNTL- mediated transcription,"CRY2, CRY1",1
UP_SEQ_FEATURE,region of interest:FAD-binding,"CRY2, CRY1",1
UP_SEQ_FEATURE,site:May be important for catalysis,"FUCA1, FUCA2",1
INTERPRO,"IPR025660:Cysteine peptidase, histidine active site","CTSL, CTSK, CTSB",1
UP_KEYWORDS,Autophagy,"VAMP8, SH3GLB1, VCP, ATG16L2, TFEB, ULK2, TBC1D17, RNF185, ATG12, GABARAP",0.513792553
GOTERM_BP_DIRECT,GO:0007269~neurotransmitter secretion,"SLC32A1, PPT1, LIN7A, SYN2, CPLX1, VAMP2",1
GOTERM_CC_DIRECT,GO:0036513~Derlin-1 retrotranslocation complex,"VCP, SELENOS, RNF185",0.683322738
GOTERM_CC_DIRECT,GO:0016442~RISC complex,"AGO1, EIF4E, TARBP2",0.683322738
KEGG_PATHWAY,hsa04915:Estrogen signaling pathway,"CREB1, HSPA1L, AKT3, CREB3L2, PIK3R3, FOS, PIK3R1, FKBP4, FKBP5, ATF4",0.563768738
UP_KEYWORDS,Glycation,"APOA1, MAPT, SOD3",0.513792553
UP_KEYWORDS,Congenital stationary night blindness,"GRK1, RHO, CACNA1F",0.513792553
UP_KEYWORDS,Endosome,"ITGB1, PMEL, VPS4B, SPPL2A, STMN2, LPAR1, PRF1, SLA, SNX10, LDLRAD4, TRAK1, TRIM3, ATP6V0A2, SNX8, SORT1, TNK2, ARRDC3, SLC30A4, RAB11A, VAMP8, PTP4A1, CDK2, ACKR4, RNF103-CHMP3, ITM2B, CHMP5, ARF6",0.513792553
GOTERM_CC_DIRECT,GO:0005871~kinesin complex,"CENPE, KIF9, KIF18A, KIF4A, KIF2C, KIF20A",0.683322738
GOTERM_CC_DIRECT,GO:0031201~SNARE complex,"VAMP8, NAPB, STXBP2, SYN2, VAMP5, VAMP2",0.683322738
GOTERM_CC_DIRECT,GO:0016328~lateral plasma membrane,"CLDN4, FZD3, CLDN3, ERBB3, FGF13, IQGAP3",0.683322738
GOTERM_BP_DIRECT,"GO:0000398~mRNA splicing, via spliceosome","ZCCHC8, DDX5, ALYREF, UPF3B, HNRNPU, YBX1, SYNCRIP, HNRNPM, U2AF2, HNRNPH1, DHX35, RAVER2, SNRPC, HNRNPA1, SNRPA, HNRNPA0",1
KEGG_PATHWAY,hsa04911:Insulin secretion,"CREB1, CREB3L2, ATP1B4, ATP1B3, ATP1B2, ATP1A1, CACNA1F, VAMP2, ATF4",0.563768738
UP_SEQ_FEATURE,region of interest:Coil 1A,"KRT18, KRT17, KRT14, KRT8, KRT5, LMNB2, LMNB1",1
UP_SEQ_FEATURE,region of interest:Linker 1,"KRT18, KRT17, KRT14, KRT8, KRT5, LMNB2, LMNB1",1
UP_SEQ_FEATURE,region of interest:Coil 1B,"KRT18, KRT17, KRT14, KRT8, KRT5, LMNB2, LMNB1",1
UP_KEYWORDS,Mitochondrion outer membrane,"SLC8A3, SH3GLB1, BNIP3L, CPT1A, MYOC, MGST1, ACSL6, BRI3BP, RNF185",0.516934874
GOTERM_BP_DIRECT,GO:0032868~response to insulin,"EGR1, EGR2, SORT1, IRS1, CRY2, CRY1, GGH",1
INTERPRO,"IPR013320:Concanavalin A-like lectin/glucanase, subgroup","CRB1, TRIM62, COL24A1, LAMA1, PROS1, ZAN, HNRNPU, THBS4, SPSB3, TRIM39, COL9A1, FAT1, COL21A1, CALR, NPTXR, NPTX2",1
UP_SEQ_FEATURE,domain:DRBM 1,"ILF3, STRBP, TARBP2",1
UP_SEQ_FEATURE,domain:v-SNARE coiled-coil homology,"VAMP8, VAMP5, VAMP2",1
UP_SEQ_FEATURE,domain:DRBM 2,"ILF3, STRBP, TARBP2",1
UP_SEQ_FEATURE,compositionally biased region:Gly/Ser-rich,"YY1, MAP2K4, EGR1",1
INTERPRO,IPR000806:Rab GDI protein,"GDI1, GDI2",1
INTERPRO,IPR021663:T-cell surface glycoprotein CD3 zeta/eta subunit/High affinity IgE receptor gamma subunit,"FCER1G, CD247",1
INTERPRO,IPR006629:LPS-induced tumor necrosis factor alpha factor,"CDIP1, LITAF",1
INTERPRO,IPR025715:Friend of PRMT1 duplication,"CHTOP, ALYREF",1
INTERPRO,"IPR018526:Glycoside hydrolase, family 29, conserved site","FUCA1, FUCA2",1
INTERPRO,"IPR018120:Glycoside hydrolase, family 1, active site","LCT, LCTL",1
INTERPRO,"IPR006050:DNA photolyase, N-terminal","CRY2, CRY1",1
INTERPRO,"IPR016286:Glycoside hydrolase, family 29, bacteria/metazoa/fungi","FUCA1, FUCA2",1
INTERPRO,"IPR000933:Glycoside hydrolase, family 29","FUCA1, FUCA2",1
INTERPRO,IPR021935:Domain of unknown function DUF3548,"TBC1D17, TBC1D15",1
INTERPRO,"IPR005101:DNA photolyase, FAD-binding/Cryptochrome, C-terminal","CRY2, CRY1",1
GOTERM_MF_DIRECT,GO:0004713~protein tyrosine kinase activity,"STAT5A, MAP2K4, ERBB3, LCK, TNK2, TESK1, TWF1, FYN, TTK, JAK2, FGF22",1
KEGG_PATHWAY,hsa05166:HTLV-I infection,"STAT5A, EGR1, MAP2K4, GSK3B, EGR2, FZD3, SMAD4, RANBP3, PDGFB, PIK3R3, PIK3R1, FOS, CDC20, CREB1, LCK, AKT3, CALR, SLC25A5, MAP3K14, ATF4",0.565402247
GOTERM_CC_DIRECT,GO:0034681~integrin alpha11-beta1 complex,"ITGB1, ITGA11",0.683322738
GOTERM_CC_DIRECT,GO:1990589~ATF4-CREB1 transcription factor complex,"CREB1, ATF4",0.683322738
GOTERM_CC_DIRECT,GO:0060342~photoreceptor inner segment membrane,"RDH12, RHO",0.683322738
GOTERM_CC_DIRECT,GO:0045273~respiratory chain complex II,"SDHC, SDHB",0.683322738
INTERPRO,"IPR017853:Glycoside hydrolase, superfamily","GALC, FUCA1, FUCA2, NAGA, LCT, LCTL",1
GOTERM_BP_DIRECT,GO:0045944~positive regulation of transcription from RNA polymerase II promoter,"GSK3B, CCNT2, CCNT1, ONECUT1, YBX1, SOX2, YY1, SALL1, SIX2, CREB3L2, CCNL1, HMGN3, KDM6B, KLF13, TFEB, ATP1B4, FOXL2, FOS, PPRC1, KLF15, HCFC1, MYCN, CREB1, TBL1XR1, IRF1, ATF4, DLX2, DDX5, HLF, PIK3R1, BHLHE23, BARX2, DLL1, ARNTL, UBC, E2F4, HES5, E2F8, EGR1, AKIRIN2, EGR2, SMAD4, HELT, NR1H3, ESRRG, MAPK14, KLF2, SMARCA4, CDK8, PER1, NR4A1, TEF, AGO1, NEUROG1, NFE2L1",1
INTERPRO,IPR001245:Serine-threonine/tyrosine-protein kinase catalytic domain,"ITK, CSF1R, ERBB3, LCK, TNK2, LIMK1, TESK1, FYN, JAK2, GUCY2F, FRK",1
GOTERM_BP_DIRECT,GO:1901653~cellular response to peptide,"KLF15, KLF3, KLF2",1
GOTERM_BP_DIRECT,GO:0006559~L-phenylalanine catabolic process,"HGD, TAT, HPD",1
GOTERM_BP_DIRECT,GO:0030278~regulation of ossification,"EGR2, SIX2, MAPK14",1
UP_KEYWORDS,DNA repair,"GEN1, VCP, DTX3L, INTS3, MCM9, DDB2, RAD54B, ALKBH3, YY1, ALKBH2, NEIL3, CHAF1A, UBR5, CDK2, RBBP8, NABP2, TOPBP1, CLSPN",0.523406896
GOTERM_BP_DIRECT,GO:0016192~vesicle-mediated transport,"VAMP8, GOLT1B, SAR1B, GDI2, KIF20A, ARFGAP3, SEC23B, VAMP5, CYTH1, VAMP2, RAB11A, ARF6",1
UP_KEYWORDS,Symport,"SLC12A3, SLC6A7, SLC6A9, SLC1A2, SLC6A13, SLC6A11, SLC38A3, SLC25A22, SLC38A2",0.523406896
GOTERM_MF_DIRECT,GO:0043394~proteoglycan binding,"CTSL, CTSK, CTSB",1
GOTERM_CC_DIRECT,GO:0005778~peroxisomal membrane,"ALDH3A2, MGST1, ACSL6, TTC1, DECR2, RAB8B",0.683322738
KEGG_PATHWAY,hsa04150:mTOR signaling pathway,"IRS1, AKT3, AKT1S1, PIK3R3, ULK2, PIK3R1, EIF4E",0.566379318
UP_SEQ_FEATURE,region of interest:Rod,"KRT18, KRT17, KRT14, KRT8, KRT5, LMNB2, LMNB1",1
GOTERM_CC_DIRECT,GO:0000777~condensed chromosome kinetochore,"CENPT, CENPE, KANSL1, NUF2, KNTC1, KIF2C, NEK2, KNL1",0.683322738
GOTERM_BP_DIRECT,GO:2000850~negative regulation of glucocorticoid secretion,"CRY2, CRY1",1
GOTERM_BP_DIRECT,GO:0071506~cellular response to mycophenolic acid,"EGR1, PDGFB",1
GOTERM_BP_DIRECT,GO:0044571~[2Fe-2S] cluster assembly,"NFS1, ISCU",1
GOTERM_BP_DIRECT,GO:0009785~blue light signaling pathway,"CRY2, CRY1",1
GOTERM_BP_DIRECT,GO:1903758~negative regulation of transcription from RNA polymerase II promoter by histone modification,"CTBP1, ZMYND8",1
GOTERM_BP_DIRECT,GO:0055025~positive regulation of cardiac muscle tissue development,"CREB1, ERBB3",1
GOTERM_BP_DIRECT,GO:0014013~regulation of gliogenesis,"NF2, EZH2",1
GOTERM_BP_DIRECT,GO:0042590~antigen processing and presentation of exogenous peptide antigen via MHC class I,"FCER1G, IFI30",1
UP_SEQ_FEATURE,domain:MARVEL,"SYNGR2, MARVELD2, MARVELD3, SYNGR3",1
GOTERM_MF_DIRECT,GO:0004560~alpha-L-fucosidase activity,"FUCA1, FUCA2",1
GOTERM_MF_DIRECT,GO:0009882~blue light photoreceptor activity,"CRY2, CRY1",1
GOTERM_MF_DIRECT,GO:0003914~DNA (6-4) photolyase activity,"CRY2, CRY1",1
GOTERM_MF_DIRECT,GO:0009041~uridylate kinase activity,"DTYMK, CMPK1",1
GOTERM_MF_DIRECT,GO:0003904~deoxyribodipyrimidine photo-lyase activity,"CRY2, CRY1",1
GOTERM_MF_DIRECT,GO:0005093~Rab GDP-dissociation inhibitor activity,"GDI1, GDI2",1
GOTERM_MF_DIRECT,GO:0042610~CD8 receptor binding,"LCK, FYN",1
SMART,SM00295:B41,"FERMT1, MYLIP, FRMPD2, NF2, JAK2, FRMD1",1
INTERPRO,"IPR008271:Serine/threonine-protein kinase, active site","MAP2K4, GSK3B, CSNK2A2, TTK, MASTL, PASK, MYLK, GRK1, CDK8, SNRK, MAP3K15, MAPK8, SBK1, AKT3, CDK2, ULK2, NEK2, PKN2, SIK2, MAP3K14",1
GOTERM_CC_DIRECT,GO:0071944~cell periphery,"KRT18, KRT17, KRT14, RAC3, CORO1B",0.683322738
UP_KEYWORDS,Intermediate filament,"KRT18, KRT17, KRT14, KRT8, KRT5, LMNB2, LMNB1",0.53472993
KEGG_PATHWAY,hsa04380:Osteoclast differentiation,"CSF1R, MAPK8, CREB1, LCK, CTSK, AKT3, PIK3R3, FYN, FOS, PIK3R1, MAPK14, MAP3K14",0.572507035
SMART,SM00210:TSPN,"COL24A1, COL9A1, COL21A1, THBS4",1
SMART,SM00812:Alpha_L_fucos,"FUCA1, FUCA2",1
SMART,SM01218:SM01218,"CHTOP, ALYREF",1
SMART,SM00714:LITAF,"CDIP1, LITAF",1
GOTERM_BP_DIRECT,GO:0045727~positive regulation of translation,"RPS4X, KRT17, UPF3B, PASK, EIF4G2, TARBP2",1
UP_KEYWORDS,Ribonucleoprotein,"SLBP, NOP58, RPL10, HNRNPU, SRP68, RPS4X, SYNCRIP, HNRNPM, DKC1, HNRNPH1, AGO1, RPL13, FAU, SNRPC, HNRNPA1, SNRPA, HNRNPA0, DAP3",0.53472993
GOTERM_CC_DIRECT,GO:0031594~neuromuscular junction,"SLC8A3, ITGB1, POSTN, SYNGR2, MYH9, SYNGR3",0.683322738
GOTERM_CC_DIRECT,GO:0030672~synaptic vesicle membrane,"SYNGR2, SLC32A1, OTOF, SYNGR3, SYN2, VAMP2",0.683322738
GOTERM_BP_DIRECT,GO:0019915~lipid storage,"ABHD4, CRY2, CRY1, APOA1",1
GOTERM_BP_DIRECT,GO:0007422~peripheral nervous system development,"ALDH3A2, EGR2, EGR3, ERBB3",1
GOTERM_BP_DIRECT,GO:0001938~positive regulation of endothelial cell proliferation,"STAT5A, NR4A1, EGR3, PDGFB, NRARP, THBS4, PGF",1
UP_KEYWORDS,Oxidation,"ALKBH3, ACTC1, APOA1, ACTB",0.53472993
UP_KEYWORDS,Metal-binding,"GALNT11, PRSS1, ZMYND8, ZBTB26, TESK1, PRF1, ENO1, PHRF1, ANTXR1, MYLK, YY1, PPP1CB, ALKBH3, ALKBH2, RASSF1, SALL1, GNAT2, ANPEP, FTH1, DHX58, CAPN2, NEK2, FBXO5, GYG1, AGFG1, GEN1, MYLIP, HGD, PPTC7, LIMCH1, SDHC, CACNA2D4, FBXO11, SDHB, DCTD, CYP39A1, NEIL3, STIM1, LOX, EWSR1, DPEP1, S100A5, SIK2, NPTXR, SNRPC, HPD, ISCU, PVALB, ZCCHC8, FECH, SAR1B, CACNA1F, SCRT2, ADAMTS14, ADAP2, ZNF704, DNAJC21, UBR5, HMOX1, CDH26, NPTX2, S100A11, CYP2J2, EGR1, EGR2, SMAD4, EGR3, TNK2, ESRRG, NR1D1, NR4A1, RNF225, MAP3K15, B4GAT1, TRPV6, P4HA2, ITGA11, CDK2, COL9A1, MAN2B1, CALR, FBXL5, RNF185, ITGB1, MIPEP, ITK, MOXD1, ACY3, DAGLA, ATP2A2, CHD4, PHEX, ZNF280D, ING5, SMPD4, IMPA1, NMRK2, TRIM3, CA4, EFHD2, TIMP2, DNMT3B, TK1, JAK2, KDM6B, TRIM62, PLA2G4F, KLF13, MYOC, DTX3L, TESC, MSL2, ARFGAP3, KLF15, MMP14, MMP13, TRAF4, LALBA, FBP1, SMPDL3A, FRRS1, PPM1L, TYRP1, RBM4B, ASAP1, PPM1K, ATP1A1, GNA14, EXTL2, NFS1, MAT2A, RHO, TNNI1, FYN, ZSWIM5, JAZF1, LMLN, ZNF185, TAF15, MBD1, PCGF3, LIMK1, NR1H3, SUOX, KLF3, SOD3, KLF2, TMPPE, KLF8, SLC8A3, KLF7, SNRK, CYP24A1, TRIM39, XPNPEP1, DNAJA2, OCM, TCEA1, CDO1, PDE7A, PFKP, PLCD1, MSRB1",0.53472993
INTERPRO,IPR003650:Orange,"HES6, HELT, HES5",1
GOTERM_BP_DIRECT,GO:0006366~transcription from RNA polymerase II promoter,"DLX2, CCNT2, HLF, CCNT1, ONECUT1, MLLT1, YBX1, PHRF1, BARX2, SOX2, NFIL3, SIX2, CREB3L2, E2F4, EGR1, EGR2, SMAD4, KLF13, MBD1, FOXL2, FOS, KLF15, HCFC1, PSMC5, CREB1, TEF, IRF1, COPS2, TCEA1, NFE2L1, ATF4",1
GOTERM_CC_DIRECT,GO:0036464~cytoplasmic ribonucleoprotein granule,"RPS4X, HNRNPU, MAPT, ACTB",0.683322738
GOTERM_CC_DIRECT,GO:0000793~condensed chromosome,"CDK2, SMARCA5, NCAPD2, SMC2",0.683322738
GOTERM_CC_DIRECT,GO:0010369~chromocenter,"SALL1, SCMH1, CDCA8",0.683322738
KEGG_PATHWAY,hsa04810:Regulation of actin cytoskeleton,"ITGB1, ITGB5, LIMK1, PDGFB, PIK3R3, PIK3R1, IQGAP3, ACTB, MYLK, PPP1CB, FGF14, CFL2, ITGA11, RAC3, FGF13, FGF22, PFN2",0.5754266
INTERPRO,IPR014756:Immunoglobulin E-set,"ARRDC1, CD109, TRIM3, ARRDC3, PLXNA2, PLXNA1, TXNIP, SUOX, KCNJ2",1
GOTERM_BP_DIRECT,GO:0006928~movement of cell or subcellular component,"MYLIP, ARFIP2, SPINT2, JAK2, MAPK14, TUBB4B, ACTB, ARF6",1
UP_SEQ_FEATURE,region of interest:Head,"KRT18, KRT17, KRT14, KRT8, KRT5, LMNB2, LMNB1",1
INTERPRO,IPR001452:Src homology-3 domain,"MPP1, SH3GLB1, ITK, TNK2, ARHGEF16, SLA, ASAP1, PIK3R1, CACNB4, LCK, TP53BP2, FYN, FRK, TJP3, SKAP2",1
KEGG_PATHWAY,hsa05215:Prostate cancer,"GSK3B, CREB1, AKT3, CDK2, CREB3L2, PDGFB, PIK3R3, PIK3R1, ATF4",0.5754266
UP_SEQ_FEATURE,domain:Orange,"HES6, HELT, HES5",1
UP_SEQ_FEATURE,region of interest:RNA-binding,"SLBP, DHX58, RPF1",1
UP_SEQ_FEATURE,domain:PP2C-like,"PPTC7, PPM1L, PPM1K",1
GOTERM_MF_DIRECT,GO:0004674~protein serine/threonine kinase activity,"PLK4, GSK3B, CCNT2, CCNT1, TNK2, LIMK1, CSNK2A2, TESK1, TTK, MASTL, PASK, MAPK14, CDK8, SNRK, MAPK8, SBK1, AKT3, CDK2, ULK2, NEK2, PKN2, SIK2, MAP4K5, MAP3K14",1
BIOCARTA,h_tsp1Pathway:TSP-1 Induced Apoptosis in Microvascular Endothelial Cell ,"FYN, FOS, MAPK14",1
BIOCARTA,h_iresPathway:Internal Ribosome entry pathway,"EIF4E, EIF4G2, EIF4G1",1
GOTERM_MF_DIRECT,GO:0005543~phospholipid binding,"PLA2G15, SGIP1, PSD3, ANXA5, LPAR1, APOA1, WDFY4, VAMP2",1
